modnr, pixrad, nmod, tot_t, mod_t, burn_t
000573, 6, 200, 1.84, 1.31, 0.38
002544, 11, 200, 264.99, 26.62, 210.72
003288, 12, 200, 65.07, 9.81, 49.41
002179, 8, 0, 0, 0, 0
002325, 8, 200, 9.52, 2.46, 5.91
001392, 5, 200, 2.37, 0.72, 1.36
001509, 5, 200, 1.03, 0.75, 0.21
002744, 8, 200, 3.23, 1.88, 1.01
001312, 8, 200, 3.68, 2.31, 1.02
000673, 8, 200, 3.43, 2.09, 1.00
003478, 8, 200, 3.23, 1.88, 1.00
000636, 8, 200, 3.20, 1.83, 1.05
002240, 8, 200, 3.20, 1.65, 1.16
000108, 8, 200, 11.02, 4.37, 5.69
000646, 8, 200, 3.26, 1.85, 1.02
001707, 9, 200, 73.81, 9.27, 57.05
002023, 8, 200, 3.11, 1.58, 1.15
000907, 8, 200, 7.78, 2.29, 4.63
001507, 8, 200, 9.57, 2.77, 5.81
001065, 8, 200, 2.74, 1.38, 1.05
002644, 12, 200, 16.20, 5.25, 8.88
000450, 8, 200, 3.14, 1.59, 1.15
002998, 8, 200, 3.71, 2.18, 1.13
001197, 8, 200, 3.18, 1.84, 1.06
002276, 12, 200, 15.60, 5.18, 8.55
001108, 8, 200, 3.17, 1.83, 1.02
000083, 5, 200, 1.60, 0.83, 0.60
003012, 8, 200, 3.20, 1.86, 1.02
001861, 11, 200, 8.84, 2.93, 4.75
001930, 10, 200, 6.79, 2.50, 3.39
001088, 8, 200, 2.84, 1.48, 1.05
002407, 8, 200, 2.59, 1.36, 0.92
001159, 8, 200, 2.78, 1.40, 1.07
000535, 8, 200, 3.16, 1.93, 0.90
003384, 8, 200, 7.92, 1.37, 5.54
000951, 8, 200, 2.61, 1.40, 0.91
002681, 8, 200, 9.41, 3.27, 5.14
002119, 11, 200, 10.32, 3.30, 5.62
003139, 8, 0, 0, 0, 0
002284, 12, 200, 12.83, 4.46, 6.87
002242, 8, 200, 3.08, 1.85, 0.90
002653, 8, 200, 9.17, 2.39, 5.79
000957, 8, 200, 3.12, 1.90, 0.89
001657, 7, 300, 4.15, 1.66, 1.99
000546, 8, 200, 3.18, 1.82, 1.04
001204, 8, 200, 2.75, 1.39, 1.05
002707, 8, 200, 9.89, 3.26, 5.60
001677, 7, 300, 4.12, 1.62, 1.97
000038, 5, 200, 1.20, 0.42, 0.63
000191, 8, 350, 3.60, 2.31, 0.97
001376, 5, 200, 2.08, 0.78, 1.01
001715, 7, 300, 19.83, 3.66, 14.32
001353, 8, 200, 2.67, 1.35, 1.02
002479, 8, 200, 3.06, 1.86, 0.88
000834, 8, 200, 3.12, 1.57, 1.16
000775, 8, 200, 3.14, 1.93, 0.90
000987, 8, 200, 3.30, 1.94, 1.02
001545, 8, 200, 2.58, 1.36, 0.92
001327, 8, 200, 2.75, 1.37, 1.06
003426, 12, 200, 17.34, 5.24, 8.86
000978, 8, 200, 3.60, 2.35, 0.87
001446, 8, 200, 3.76, 2.20, 1.14
001474, 8, 200, 3.74, 2.20, 1.13
001745, 8, 200, 3.11, 1.90, 0.89
000725, 5, 200, 1.09, 0.39, 0.55
002967, 8, 200, 10.27, 3.89, 5.12
003388, 8, 200, 8.36, 2.56, 4.79
002782, 10, 200, 5.88, 2.21, 2.92
002086, 11, 200, 10.81, 3.48, 5.90
001255, 8, 200, 2.98, 1.60, 1.07
002952, 8, 0, 0, 0, 0
002467, 8, 200, 3.14, 1.92, 0.90
003517, 12, 200, 12.81, 3.64, 7.27
001468, 8, 200, 3.18, 1.84, 1.01
001637, 8, 200, 2.88, 1.64, 0.91
002261, 10, 200, 6.95, 2.62, 3.41
001807, 11, 200, 55.31, 8.00, 41.65
001984, 8, 200, 3.70, 2.18, 1.14
000507, 8, 200, 3.16, 1.59, 1.15
001642, 8, 200, 8.13, 1.68, 5.38
003596, 8, 200, 8.87, 2.38, 5.51
000017, 5, 200, 2.82, 1.27, 1.23
002898, 8, 200, 3.14, 1.60, 1.15
002900, 8, 200, 2.77, 1.37, 1.05
003440, 12, 200, 13.74, 4.45, 7.31
003429, 12, 200, 15.75, 5.08, 8.69
001542, 8, 200, 3.73, 2.19, 1.13
002928, 10, 200, 6.50, 2.84, 2.87
000853, 8, 200, 2.76, 1.39, 1.05
000847, 8, 200, 2.64, 1.40, 0.91
000015, 5, 200, 1.84, 0.92, 0.72
000077, 5, 200, 1.61, 0.83, 0.61
001299, 8, 200, 2.77, 1.38, 1.05
000309, 8, 200, 3.15, 1.59, 1.16
003480, 8, 200, 9.61, 3.15, 5.45
002902, 10, 200, 6.92, 2.63, 3.38
000816, 8, 200, 3.45, 2.07, 1.04
002138, 8, 200, 9.38, 3.17, 5.19
000530, 8, 200, 2.63, 1.38, 0.91
001907, 12, 200, 87.02, 15.78, 62.09
000163, 5, 200, 1.38, 1.09, 0.21
001300, 8, 200, 3.18, 1.83, 1.01
002281, 12, 200, 12.16, 4.22, 6.45
003588, 6, 200, 3.18, 2.02, 0.91
001590, 12, 200, 15.90, 4.53, 9.10
002247, 8, 200, 20.97, 4.06, 14.12
000665, 8, 200, 2.67, 1.45, 0.92
001142, 8, 200, 2.75, 1.40, 1.04
003096, 10, 0, 0, 0, 0
001856, 8, 200, 2.70, 1.35, 1.05
001052, 8, 200, 2.92, 1.55, 1.05
001439, 8, 200, 8.76, 2.45, 5.24
002802, 8, 200, 2.62, 1.35, 0.94
002890, 8, 200, 7.69, 1.39, 5.37
000849, 8, 200, 6.67, 1.14, 4.73
002742, 8, 200, 3.77, 2.20, 1.15
003035, 11, 200, 120.72, 12.63, 93.36
001205, 8, 200, 3.07, 1.73, 1.04
000166, 8, 200, 3.20, 1.92, 0.94
002816, 10, 200, 30.57, 5.51, 21.03
002164, 8, 200, 3.10, 1.89, 0.88
003564, 9, 200, 5.51, 2.73, 2.12
002760, 8, 200, 9.41, 3.25, 5.16
001025, 8, 200, 3.28, 1.89, 1.05
000967, 8, 200, 3.13, 1.78, 1.05
002449, 8, 200, 2.62, 1.39, 0.92
002222, 8, 200, 3.68, 2.16, 1.12
001413, 8, 200, 3.07, 1.86, 0.89
003283, 8, 200, 34.12, 6.01, 24.61
002878, 6, 200, 1.67, 1.08, 0.43
000694, 8, 200, 8.70, 2.39, 5.35
003174, 11, 200, 11.98, 4.40, 5.86
003428, 12, 200, 13.47, 4.49, 7.33
003555, 8, 200, 3.72, 2.17, 1.13
000695, 8, 200, 2.62, 1.38, 0.92
002996, 8, 200, 3.20, 1.87, 1.01
000215, 8, 200, 3.18, 1.93, 0.93
002819, 12, 200, 15.74, 5.26, 8.70
000527, 8, 200, 3.13, 1.59, 1.15
003044, 11, 200, 9.44, 3.48, 4.70
001891, 12, 200, 88.17, 15.80, 63.39
001001, 8, 200, 2.79, 1.43, 1.05
000854, 8, 200, 3.19, 1.64, 1.15
003581, 5, 200, 1.36, 1.07, 0.21
001737, 12, 200, 14.13, 4.66, 7.69
001138, 8, 200, 3.16, 1.80, 1.04
002572, 12, 200, 14.12, 4.65, 7.70
002899, 8, 200, 9.62, 2.27, 6.19
003239, 8, 200, 8.64, 2.13, 5.47
001269, 8, 200, 3.20, 1.86, 1.01
001458, 5, 200, 1.16, 0.82, 0.24
000614, 5, 200, 2.12, 0.83, 1.02
002671, 8, 200, 9.74, 3.29, 5.43
002317, 12, 200, 13.80, 4.42, 7.69
000317, 8, 200, 8.98, 2.69, 5.33
003127, 8, 0, 0, 0, 0
001579, 8, 200, 9.08, 2.39, 5.72
001456, 5, 200, 1.06, 0.76, 0.22
003486, 8, 200, 9.76, 3.07, 5.65
003250, 8, 200, 9.26, 2.40, 5.78
003371, 8, 200, 3.19, 1.85, 1.01
003374, 8, 200, 3.27, 1.92, 1.02
002886, 8, 200, 7.34, 1.38, 5.03
002125, 11, 200, 11.30, 4.08, 5.54
002806, 11, 200, 8.65, 2.69, 4.76
001668, 7, 300, 4.50, 1.69, 2.30
000121, 5, 200, 2.72, 1.16, 1.28
002762, 8, 200, 3.74, 2.20, 1.13
000903, 8, 200, 2.84, 1.63, 0.91
001466, 5, 200, 1.59, 1.28, 0.22
001503, 10, 200, 32.13, 7.55, 21.34
002313, 12, 200, 87.45, 15.71, 63.20
001565, 8, 200, 3.07, 1.87, 0.88
003554, 8, 200, 3.21, 1.88, 1.01
002056, 8, 200, 3.16, 1.60, 1.15
002884, 8, 200, 2.78, 1.40, 1.06
003299, 8, 200, 35.26, 8.20, 24.04
001127, 8, 200, 2.82, 1.46, 1.04
000835, 8, 200, 3.15, 1.94, 0.89
002759, 8, 200, 3.79, 2.25, 1.14
002039, 11, 200, 54.13, 10.19, 38.14
000092, 5, 0, 0, 0, 0
002064, 11, 200, 9.06, 3.09, 4.83
001400, 8, 200, 3.16, 1.84, 0.99
001881, 11, 200, 8.93, 3.01, 4.75
002005, 8, 200, 3.14, 1.60, 1.15
002964, 10, 200, 6.57, 2.78, 2.88
002091, 8, 200, 3.11, 1.89, 0.90
003144, 10, 200, 6.49, 2.85, 2.85
001678, 5, 200, 1.83, 0.96, 0.67
001206, 8, 200, 3.20, 1.83, 1.04
000105, 5, 200, 2.65, 1.31, 1.08
003561, 12, 200, 16.36, 5.25, 9.10
000223, 8, 600, 33.74, 5.61, 24.84
003187, 8, 200, 10.25, 3.17, 6.02
002147, 8, 200, 9.54, 3.27, 5.23
001407, 8, 200, 8.67, 2.44, 5.23
000030, 5, 200, 1.83, 0.92, 0.71
000488, 5, 200, 2.09, 0.56, 1.23
000024, 8, 200, 3.23, 1.62, 1.24
000724, 5, 200, 2.60, 1.13, 1.19
000039, 5, 200, 1.39, 0.48, 0.73
003286, 8, 200, 34.07, 5.52, 24.72
000939, 5, 200, 1.11, 0.41, 0.54
001938, 8, 200, 3.43, 1.87, 1.14
003016, 8, 200, 3.17, 1.83, 1.01
000496, 8, 200, 3.01, 1.66, 1.03
000609, 8, 0, 0, 0, 0
000813, 5, 200, 1.58, 0.80, 0.61
001112, 8, 200, 3.23, 1.83, 1.04
000421, 8, 200, 9.56, 3.10, 5.47
001394, 8, 200, 3.17, 1.58, 1.17
000180, 8, 500, 5.19, 3.65, 1.16
001824, 10, 200, 5.86, 2.20, 2.92
000929, 8, 200, 2.77, 1.39, 1.06
003310, 12, 200, 204.75, 21.74, 156.45
003326, 12, 200, 13.22, 4.39, 7.16
001947, 8, 200, 2.62, 1.37, 0.91
002238, 12, 200, 88.61, 16.75, 63.18
002112, 11, 200, 8.15, 2.82, 4.21
000386, 8, 100, 2.41, 0.85, 1.16
001459, 8, 200, 9.28, 2.55, 5.70
001862, 11, 200, 10.67, 3.32, 5.92
001411, 8, 200, 10.19, 3.42, 5.75
002995, 8, 200, 9.86, 3.19, 5.66
003232, 8, 200, 70.06, 9.89, 52.02
001286, 8, 200, 2.97, 1.62, 1.04
002186, 8, 200, 3.19, 1.64, 1.17
001741, 8, 200, 3.06, 1.85, 0.89
002828, 12, 200, 88.92, 16.03, 62.24
001974, 8, 200, 3.09, 1.87, 0.89
002320, 12, 200, 13.06, 4.49, 6.91
001386, 5, 200, 1.98, 0.64, 1.05
003135, 11, 200, 54.62, 11.16, 37.57
002400, 12, 200, 88.82, 15.66, 64.40
000532, 8, 200, 3.40, 1.87, 1.14
001342, 8, 200, 2.80, 1.41, 1.07
002549, 11, 200, 48.17, 7.71, 36.40
001146, 8, 200, 2.71, 1.34, 1.06
000911, 8, 0, 0, 0, 0
003112, 10, 0, 0, 0, 0
002265, 8, 200, 9.52, 2.33, 6.13
001177, 8, 200, 2.82, 1.48, 1.03
003039, 8, 200, 22.64, 3.95, 16.05
001314, 8, 200, 3.78, 2.36, 0.98
001125, 8, 200, 2.75, 1.39, 1.05
000631, 8, 0, 0, 0, 0
001727, 7, 300, 19.81, 6.02, 11.89
001975, 8, 200, 3.76, 2.23, 1.15
003572, 11, 200, 9.09, 2.95, 5.03
002848, 8, 200, 9.11, 2.54, 5.59
002018, 8, 200, 9.52, 3.14, 5.37
000181, 8, 200, 3.27, 1.92, 1.01
003518, 8, 200, 3.73, 2.19, 1.12
002994, 8, 200, 3.69, 2.18, 1.12
000264, 8, 200, 3.77, 2.20, 1.13
002637, 12, 200, 88.26, 16.06, 63.24
002289, 12, 200, 85.27, 14.75, 62.36
000498, 8, 200, 3.23, 1.89, 1.01
001015, 8, 0, 0, 0, 0
002345, 8, 200, 3.17, 1.59, 1.15
003494, 8, 200, 3.70, 2.16, 1.13
002174, 8, 200, 3.71, 2.17, 1.13
000931, 8, 200, 5.94, 1.13, 4.09
003215, 8, 200, 9.26, 3.22, 5.01
003448, 10, 200, 33.39, 7.72, 22.37
000100, 5, 200, 2.27, 0.83, 1.18
001986, 8, 200, 3.12, 1.91, 0.89
003111, 8, 200, 9.84, 3.39, 5.41
001221, 8, 200, 3.28, 1.93, 1.02
002077, 12, 200, 16.87, 6.32, 8.44
000845, 8, 200, 2.73, 1.38, 1.05
000980, 8, 200, 3.24, 1.90, 1.00
001630, 8, 200, 3.16, 1.62, 1.17
003194, 10, 200, 7.60, 3.25, 3.35
001589, 8, 200, 2.69, 1.45, 0.92
002102, 8, 200, 9.16, 2.48, 5.57
002014, 8, 200, 3.12, 1.57, 1.16
002692, 8, 0, 0, 0, 0
003258, 8, 200, 6.78, 1.63, 4.36
003402, 12, 200, 16.53, 5.34, 9.03
001810, 11, 200, 10.94, 3.45, 6.02
002773, 8, 200, 3.27, 1.92, 1.02
001182, 8, 200, 3.21, 1.88, 1.01
002205, 8, 200, 9.84, 3.16, 5.61
001242, 8, 200, 3.24, 1.85, 1.03
002651, 11, 200, 56.64, 10.53, 40.58
003509, 8, 200, 3.71, 2.17, 1.13
000713, 8, 200, 2.74, 1.37, 1.05
003430, 12, 200, 90.07, 14.09, 67.27
003183, 12, 200, 80.74, 12.28, 59.24
003268, 8, 200, 9.82, 3.57, 5.22
002054, 12, 200, 87.78, 16.34, 62.71
001712, 8, 200, 3.15, 1.80, 1.01
002122, 12, 200, 16.19, 5.17, 8.93
002134, 8, 200, 3.44, 1.91, 1.15
001029, 8, 200, 3.23, 1.88, 1.03
002268, 10, 200, 31.26, 6.24, 21.67
001748, 12, 200, 14.15, 4.52, 7.85
002416, 12, 200, 13.54, 4.64, 7.04
000212, 8, 200, 3.19, 1.87, 1.01
003390, 12, 200, 15.97, 4.42, 9.36
001152, 8, 200, 2.96, 1.56, 1.06
002724, 8, 0, 0, 0, 0
003103, 10, 0, 0, 0, 0
001337, 8, 200, 2.83, 1.44, 1.08
002446, 8, 200, 3.06, 1.85, 0.89
003551, 12, 200, 13.25, 3.92, 7.82
002465, 8, 200, 3.75, 2.22, 1.14
000902, 8, 200, 32.23, 4.50, 24.60
000037, 5, 200, 2.93, 1.36, 1.29
002216, 8, 200, 3.68, 2.13, 1.14
003171, 11, 200, 56.06, 11.69, 38.47
000941, 5, 200, 1.20, 0.42, 0.62
000120, 5, 200, 2.56, 1.13, 1.09
003323, 12, 200, 15.95, 5.19, 8.57
001935, 8, 200, 8.58, 2.38, 5.17
002615, 12, 200, 88.84, 16.14, 63.69
002468, 8, 200, 3.72, 2.20, 1.13
001716, 7, 300, 4.48, 1.70, 2.30
002233, 12, 200, 12.65, 4.29, 6.81
001103, 8, 200, 2.74, 1.36, 1.05
001967, 8, 200, 9.83, 3.22, 5.60
001905, 12, 200, 13.19, 4.45, 7.06
001123, 8, 200, 3.15, 1.82, 1.01
001823, 10, 200, 31.03, 5.58, 22.21
002958, 8, 200, 3.72, 2.19, 1.13
001274, 8, 200, 3.03, 1.65, 1.07
000878, 8, 200, 3.15, 1.64, 1.14
003347, 8, 200, 3.28, 1.90, 1.02
003338, 11, 200, 9.57, 3.50, 4.95
000965, 8, 200, 2.75, 1.40, 1.05
001652, 7, 300, 4.53, 1.70, 2.27
002118, 8, 200, 2.89, 1.68, 0.90
002971, 8, 200, 9.69, 3.13, 5.56
003246, 8, 200, 6.54, 1.15, 4.57
002811, 5, 200, 1.15, 0.82, 0.23
001155, 8, 200, 2.93, 1.59, 1.02
001199, 8, 200, 3.18, 1.83, 1.04
001609, 8, 200, 2.63, 1.38, 0.92
001937, 8, 200, 2.87, 1.61, 0.92
002090, 8, 200, 9.62, 3.07, 5.52
000803, 8, 200, 2.77, 1.38, 1.06
001188, 8, 200, 2.73, 1.35, 1.03
001229, 8, 200, 3.37, 2.06, 0.99
000747, 8, 200, 3.13, 1.57, 1.15
000814, 5, 200, 1.77, 0.92, 0.65
003543, 8, 200, 10.04, 3.26, 5.69
002746, 8, 200, 10.18, 3.33, 5.81
003382, 8, 200, 34.45, 5.33, 25.63
003443, 12, 200, 13.42, 4.53, 7.31
001266, 8, 200, 3.26, 1.87, 1.07
002691, 8, 0, 0, 0, 0
001769, 8, 200, 2.67, 1.42, 0.92
002130, 8, 200, 2.58, 1.36, 0.92
000685, 8, 200, 3.10, 1.88, 0.89
002180, 8, 200, 3.10, 1.56, 1.15
003322, 12, 200, 13.33, 4.54, 7.13
002080, 12, 200, 16.72, 6.05, 8.53
000318, 8, 200, 3.74, 2.20, 1.12
001445, 8, 200, 3.08, 1.87, 0.87
002470, 8, 200, 2.65, 1.40, 0.91
003359, 8, 200, 3.21, 1.86, 1.02
002414, 8, 200, 3.65, 2.13, 1.12
003095, 10, 0, 0, 0, 0
000477, 8, 200, 8.76, 2.36, 5.42
000023, 8, 200, 6.50, 1.15, 4.64
003180, 11, 200, 9.39, 3.51, 4.63
001756, 8, 200, 3.19, 1.84, 1.03
002603, 12, 200, 97.15, 15.46, 68.00
001988, 8, 200, 9.76, 3.11, 5.62
002695, 8, 200, 11.41, 3.37, 6.65
001876, 8, 200, 2.75, 1.37, 1.06
001326, 8, 200, 3.17, 1.84, 1.02
002073, 11, 200, 9.91, 3.73, 4.65
002638, 12, 200, 16.18, 5.23, 8.56
001952, 11, 200, 54.62, 9.64, 39.33
001869, 12, 200, 12.71, 4.28, 6.89
002662, 8, 200, 9.16, 2.44, 5.79
002176, 8, 0, 0, 0, 0
000124, 8, 200, 11.55, 4.99, 5.63
002372, 8, 200, 3.70, 2.17, 1.13
002044, 8, 200, 4.12, 2.44, 1.09
000892, 8, 200, 3.21, 1.87, 1.03
002137, 8, 200, 3.13, 1.57, 1.16
002051, 12, 200, 86.42, 13.07, 64.54
000478, 5, 200, 1.57, 0.69, 0.67
001306, 8, 200, 3.65, 2.31, 1.00
003303, 8, 200, 21.13, 5.41, 14.12
001328, 8, 200, 2.76, 1.40, 1.05
001969, 8, 200, 3.67, 2.13, 1.13
002841, 10, 200, 5.90, 2.22, 2.91
002469, 10, 200, 30.29, 5.79, 21.17
002847, 8, 200, 3.14, 1.59, 1.16
000393, 8, 900, 14.32, 8.21, 5.18
001066, 8, 200, 2.80, 1.43, 1.07
001267, 8, 200, 2.85, 1.46, 1.07
003278, 8, 200, 3.70, 2.16, 1.13
003255, 8, 200, 3.41, 2.08, 1.00
000548, 8, 200, 3.21, 1.87, 1.01
001134, 8, 200, 2.85, 1.50, 1.04
003038, 8, 200, 3.65, 2.11, 1.12
001792, 12, 200, 14.41, 4.63, 7.98
003193, 10, 200, 67.37, 11.29, 49.52
002350, 8, 200, 2.63, 1.39, 0.92
001806, 11, 200, 10.58, 3.33, 5.86
000926, 8, 200, 2.74, 1.37, 1.05
002674, 8, 200, 3.74, 2.16, 1.14
001766, 8, 200, 3.22, 1.62, 1.18
002592, 12, 200, 86.97, 15.66, 62.57
001244, 8, 200, 2.86, 1.50, 1.05
000308, 8, 200, 8.83, 2.55, 5.22
002779, 8, 200, 2.72, 1.38, 1.03
002229, 8, 200, 11.47, 3.31, 7.11
001735, 9, 200, 20.99, 5.55, 13.14
001801, 11, 200, 8.85, 2.79, 4.76
001584, 12, 200, 13.18, 3.79, 7.92
000668, 8, 200, 2.76, 1.39, 1.05
000185, 8, 500, 4.55, 3.25, 0.97
001271, 8, 200, 3.04, 1.70, 1.02
002612, 12, 200, 15.81, 5.08, 8.59
000159, 7, 200, 3.56, 1.58, 1.53
000823, 8, 200, 3.15, 1.91, 0.90
001644, 7, 300, 4.24, 1.41, 2.31
000620, 8, 200, 3.12, 1.91, 0.88
001340, 8, 200, 2.74, 1.37, 1.06
000292, 8, 200, 3.22, 1.68, 1.17
002375, 8, 200, 3.77, 2.24, 1.13
000165, 8, 200, 9.79, 3.33, 5.43
000146, 8, 1000, 19.60, 12.95, 5.68
001904, 8, 200, 2.72, 1.35, 1.06
002132, 9, 200, 21.69, 6.20, 13.21
001288, 8, 200, 2.89, 1.52, 1.07
000192, 8, 200, 3.11, 1.56, 1.17
002678, 8, 200, 3.72, 2.18, 1.14
002594, 12, 200, 16.23, 5.19, 9.13
001753, 8, 200, 2.65, 1.39, 0.92
001798, 12, 200, 15.84, 4.53, 9.33
001101, 8, 200, 3.20, 1.88, 1.01
002128, 8, 200, 4.30, 2.78, 1.09
002155, 8, 200, 3.17, 1.94, 0.88
001777, 12, 200, 11.93, 3.69, 6.58
002701, 8, 0, 0, 0, 0
003320, 12, 200, 269.16, 26.35, 200.73
001332, 8, 200, 2.98, 1.57, 1.08
000543, 8, 200, 2.75, 1.39, 1.04
000925, 8, 200, 2.81, 1.46, 1.05
002687, 8, 200, 9.36, 3.13, 5.22
000821, 8, 200, 3.23, 1.86, 1.02
001875, 8, 200, 9.55, 3.10, 5.43
001422, 8, 200, 3.71, 2.17, 1.14
001808, 11, 200, 9.42, 3.33, 4.93
000647, 8, 200, 3.69, 2.16, 1.13
003256, 8, 200, 9.30, 3.05, 5.22
003441, 8, 200, 3.76, 2.24, 1.14
001681, 12, 200, 13.35, 4.47, 7.11
001592, 8, 200, 2.75, 1.37, 1.07
002722, 8, 200, 3.73, 2.19, 1.14
001578, 12, 200, 15.66, 4.49, 9.34
000373, 8, 200, 9.11, 2.55, 5.51
002649, 8, 200, 8.55, 2.29, 5.26
001169, 8, 200, 2.72, 1.37, 1.05
001711, 8, 200, 9.63, 3.16, 5.48
002209, 12, 200, 13.60, 4.56, 7.48
001124, 8, 200, 3.29, 1.92, 1.04
002855, 8, 200, 9.54, 3.11, 5.31
001684, 8, 200, 7.30, 1.82, 4.71
001008, 8, 200, 3.13, 1.91, 0.89
001822, 10, 200, 6.85, 2.55, 3.37
002158, 8, 200, 2.60, 1.38, 0.92
002643, 12, 200, 93.53, 16.00, 67.25
001487, 8, 200, 9.73, 3.13, 5.61
002377, 8, 200, 3.06, 1.85, 0.89
000425, 8, 200, 8.64, 2.36, 5.34
001036, 8, 200, 2.83, 1.47, 1.07
000752, 8, 200, 3.19, 1.64, 1.15
002780, 8, 200, 3.12, 1.60, 1.15
000539, 8, 200, 8.46, 2.46, 5.00
002738, 8, 200, 3.72, 2.19, 1.14
002165, 8, 0, 0, 0, 0
001736, 7, 300, 4.58, 1.72, 2.31
002512, 12, 200, 12.35, 4.27, 6.56
000788, 8, 200, 2.73, 1.37, 1.05
002236, 12, 200, 13.56, 4.49, 7.65
002689, 8, 200, 8.84, 2.72, 5.08
003523, 12, 200, 12.89, 3.75, 7.55
001704, 7, 300, 4.57, 1.68, 2.34
003229, 8, 200, 7.01, 1.64, 4.49
002982, 8, 200, 3.63, 2.13, 1.12
002228, 8, 200, 3.72, 2.17, 1.13
002009, 8, 200, 8.72, 2.43, 5.25
001404, 8, 200, 2.77, 1.35, 1.09
000857, 8, 200, 2.72, 1.37, 1.04
000524, 8, 200, 8.55, 2.35, 5.23
002460, 8, 200, 9.91, 3.18, 5.66
002311, 12, 200, 13.02, 4.44, 7.10
001256, 8, 200, 3.00, 1.63, 1.02
001434, 8, 200, 3.83, 2.19, 1.15
002578, 12, 200, 12.94, 4.26, 6.91
000361, 8, 200, 8.62, 2.40, 5.22
002202, 8, 300, 10.54, 3.39, 6.14
001828, 12, 200, 13.50, 3.92, 8.00
002028, 8, 200, 3.16, 1.89, 0.90
003179, 11, 200, 55.44, 10.74, 37.46
003453, 8, 200, 3.78, 2.22, 1.13
002655, 8, 200, 8.67, 2.40, 5.24
001171, 8, 200, 3.20, 1.80, 1.06
001818, 12, 200, 15.73, 4.38, 9.47
002631, 12, 200, 86.21, 15.11, 62.11
000664, 8, 200, 8.93, 2.35, 5.66
001817, 11, 200, 8.82, 2.99, 4.73
001791, 12, 200, 88.54, 15.16, 64.16
002642, 12, 200, 15.75, 5.13, 8.51
001480, 8, 200, 3.26, 1.87, 1.05
003530, 8, 200, 3.12, 1.57, 1.17
002761, 8, 200, 3.21, 1.87, 1.00
002860, 8, 200, 3.22, 1.86, 1.03
000151, 8, 1000, 11.87, 10.36, 1.14
001795, 12, 200, 87.50, 15.59, 63.14
001940, 10, 0, 0, 0, 0
002515, 12, 200, 14.12, 4.83, 7.69
000935, 8, 200, 2.75, 1.37, 1.04
001633, 8, 200, 2.69, 1.40, 0.92
000557, 8, 200, 3.73, 2.19, 1.13
000178, 8, 1500, 10.63, 9.35, 0.97
002230, 8, 200, 3.14, 1.91, 0.89
002690, 11, 200, 10.42, 3.39, 5.51
001629, 8, 200, 2.65, 1.43, 0.90
001932, 8, 200, 9.21, 2.54, 5.58
000908, 8, 200, 7.23, 1.64, 4.69
003452, 8, 200, 3.24, 1.87, 1.02
003489, 8, 200, 10.07, 3.33, 5.63
003136, 11, 200, 9.45, 3.50, 4.62
000919, 8, 200, 2.73, 1.34, 1.03
001838, 12, 200, 16.60, 5.34, 9.35
003492, 8, 200, 10.09, 3.22, 5.84
000574, 8, 1950, 47.41, 19.08, 24.95
003190, 10, 200, 7.61, 3.33, 3.33
002196, 8, 0, 0, 0, 0
000742, 5, 200, 1.36, 0.47, 0.69
001410, 8, 200, 3.72, 2.17, 1.14
001662, 7, 300, 5.28, 2.01, 2.67
002525, 8, 200, 3.68, 2.15, 1.12
003447, 10, 200, 7.52, 3.25, 3.32
002101, 12, 200, 16.28, 5.18, 8.91
003425, 12, 200, 13.35, 4.39, 7.16
003324, 12, 200, 16.56, 5.32, 9.13
002703, 8, 200, 10.08, 3.92, 5.13
001056, 8, 200, 2.77, 1.39, 1.04
000182, 8, 200, 3.63, 2.32, 0.99
001241, 8, 200, 2.73, 1.38, 1.06
000094, 5, 200, 2.08, 0.58, 1.24
001585, 8, 200, 2.58, 1.37, 0.90
000492, 5, 200, 2.13, 0.77, 1.07
001664, 7, 300, 4.55, 1.72, 2.31
001011, 8, 200, 3.17, 1.82, 1.03
001614, 10, 200, 6.93, 2.62, 3.44
000556, 8, 200, 3.16, 1.83, 1.01
002777, 8, 200, 3.15, 1.58, 1.16
000075, 5, 200, 1.40, 0.47, 0.74
003047, 8, 200, 25.29, 4.65, 18.70
002374, 8, 200, 3.10, 1.90, 0.89
000769, 8, 200, 3.69, 2.16, 1.13
002380, 8, 200, 3.15, 1.91, 0.90
001963, 10, 200, 6.94, 2.55, 3.35
000031, 8, 200, 10.92, 4.35, 5.59
000490, 5, 200, 2.03, 0.60, 1.15
002290, 8, 200, 2.65, 1.42, 0.91
000149, 8, 1000, 11.78, 10.25, 1.15
000096, 5, 200, 2.04, 1.15, 0.68
000560, 8, 200, 3.14, 1.90, 0.90
001510, 8, 200, 3.16, 1.61, 1.18
003172, 11, 200, 9.78, 3.65, 4.97
000190, 8, 350, 3.57, 2.30, 0.96
000079, 5, 200, 2.17, 0.63, 1.28
002451, 12, 200, 88.49, 15.05, 64.60
000200, 8, 2000, 14.23, 12.89, 1.05
003212, 8, 200, 3.20, 1.85, 1.02
002939, 8, 200, 9.71, 3.11, 5.45
002304, 12, 200, 91.52, 15.53, 67.36
003040, 8, 200, 3.25, 1.89, 1.01
003321, 12, 200, 13.92, 4.57, 7.65
002369, 8, 200, 3.73, 2.17, 1.13
002919, 8, 200, 11.47, 3.19, 7.26
000437, 8, 200, 8.72, 2.49, 5.24
000052, 5, 200, 3.59, 1.93, 1.37
003449, 10, 200, 6.39, 2.78, 2.83
